id,ACTION
1,0.9375813708707266
2,0.9412187582456044
3,0.9445271194937893
4,0.9422188571997323
5,0.9423054415399998
6,0.9461591707730723
7,0.9401164181207213
8,0.9448774213243731
9,0.928181252950013
10,0.9422526438476498
11,0.941687981798964
12,0.9417262003801702
13,0.9392679816634925
14,0.9395731307365475
15,0.9441119340815813
16,0.9421756248303065
17,0.9390864869100586
18,0.9422813279652893
19,0.9427219861735173
20,0.92067675655546
21,0.9423508647315081
22,0.9501409368679667
23,0.9442664459132774
24,0.9425450937818854
25,0.9429967470046676
26,0.9590500870628035
27,0.9366165223272527
28,0.9407690314906278
29,0.9406775318575785
30,0.940245026011815
31,0.9418307291217609
32,0.9448149694277644
33,0.9415237103675288
34,0.9407004199627544
35,0.9418989380765097
36,0.9412630040073817
37,0.9434773219230081
38,0.948242978574317
39,0.9378410870669776
40,0.9399293098095958
41,0.9281235209964912
42,0.945974547726611
43,0.9393778401881682
44,0.9428707356676758
45,0.9424485177237325
46,0.9493420222070166
47,0.9426239780619871
48,0.9393696159830313
49,0.9418846096895981
50,0.9132633234032208
51,0.9493513799651776
52,0.9415827729955479
53,0.9418899025282226
54,0.9328615213327626
55,0.9397628521849938
56,0.9401321780988701
57,0.9438076772016991
58,0.9412900122753728
59,0.9390266382355102
60,0.9402888257330683
61,0.9415307654664428
62,0.9416791684283041
63,0.9390380652956116
64,0.9437765617439802
65,0.9431773927787567
66,0.9501336598494925
67,0.9136457640436342
68,0.9437890462025236
69,0.9421424111832931
70,0.9409896933288429
71,0.9241572931701104
72,0.9421524546192036
73,0.9402429707617526
74,0.9419176690189573
75,0.9415770259542209
76,0.9471801935222574
77,0.943416455313371
78,0.941730330255114
79,0.9429990001614719
80,0.9496768339823624
81,0.9410428598074108
82,0.942161992573047
83,0.947930584088639
84,0.9409708767444179
85,0.9414177165644709
86,0.9382808355719147
87,0.9411331260893914
88,0.9440488575925453
89,0.9432204580490537
90,0.9437279828616996
91,0.9446291656184937
92,0.9413457471545108
93,0.9450441932713095
94,0.9420157206557807
95,0.9440072315680217
96,0.9387483335695517
97,0.9423279477362413
98,0.939821638580909
99,0.9439280047050381
100,0.9415873388303674
101,0.942613187383518
102,0.9498569098049033
103,0.9423827426655087
104,0.9271400998499698
105,0.9422534205737854
106,0.9435056182808045
107,0.9437187532905453
108,0.9423087386879034
109,0.9407661026338875
110,0.9406261980846041
111,0.9402745827615671
112,0.9350850170978826
113,0.9421621527316326
114,0.9443450729319135
115,0.9395855091813635
116,0.9421001191634768
117,0.941614566847203
118,0.941428766904749
119,0.9422754570849172
120,0.9401642454684014
121,0.9411366598791987
122,0.9216582779747309
123,0.9414200345474188
124,0.9445201012470055
125,0.9446657215991878
126,0.9421506181154332
127,0.941868454650384
128,0.9417591867121073
129,0.9389314830405608
130,0.9468427354176149
131,0.94181625513969
132,0.9413696900076087
133,0.9421282182024285
134,0.9402441532938517
135,0.9413807570517012
136,0.9421859188602292
